username,id,score,time,title,url,text,platform,vectorId,combined,n_tokens
valzevul,32406258,3,1660089372,"Show HN: Tuesday Triage, weekly crème de la crème of the Internet",https://tuesdaytriage.com/,"For the past two years I curate a newsletter with ~10 posts I&#x27;ve enjoyed reading and ~10 things I didn&#x27;t know before, as well as a tad of my ranting and a book or two.",Hacker News,33080528,"Title: Show HN: Tuesday Triage, weekly crème de la crème of the Internet; Content: For the past two years I curate a newsletter with ~10 posts I&#x27;ve enjoyed reading and ~10 things I didn&#x27;t know before, as well as a tad of my ranting and a book or two.",78
ollifi,32402185,25,1660070842,They Told Their Therapists Everything. Hackers Leaked It All (2021),https://www.wired.com/story/vastaamo-psychotherapy-patients-hack-data-breach/,"To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . This content can also be viewed on the site it   from.  on the morning of October 24, 2020, expecting what Finnish college students call  , an ordinary day. It was a Saturday, and he’d slept in. The night before, he had gone drinking by the beach with some friends. They’d sipped cheap apple liqueur, listened to Billie Eilish on his boom box. Now Jere (pronounced “yeh-reh”) needed to clear his head. He was supposed to spend this gray fall day on campus, finishing a group physics project about solar energy. The 22-year-old took a walk around the lake near his apartment outside Helsinki. Then, fe",Hacker News,82902205,"Title: They Told Their Therapists Everything. Hackers Leaked It All (2021); Content: To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . This content can also be viewed on the site it   from.  on the morning of October 24, 2020, expecting what Finnish college students call  , an ordinary day. It was a Saturday, and he’d slept in. The night before, he had gone drinking by the beach with some friends. They’d sipped cheap apple liqueur, listened to Billie Eilish on his boom box. Now Jere (pronounced “yeh-reh”) needed to clear his head. He was supposed to spend this gray fall day on campus, finishing a group physics project about solar energy. The 22-year-old took a walk around the lake near his apartment outside Helsinki. Then, fe",226
leephillips,32417934,3,1660163214,Amazon begins large-scale rollout of palm print-based payments,https://arstechnica.com/gadgets/2022/08/amazon-begins-large-scale-rollout-of-palm-print-based-payments/,"Front page layout Site theme Sign up or login to join the discussions! 
 
    -   
 Amazon will expand its   palm print checkout system to dozens of Whole Foods locations, marking the most significant expansion of the technology that was introduced in 2020. Amazon One allows customers to speedily check out at retail locations using only their palm prints after storing a scan of their hand via an interface at Amazon's kiosks. The palm print data is encrypted and stored on Amazon's servers. And before you worry too much about COVID-19 transmission or future pandemics, Amazon One works when you hover your palm over the scanner—unlike some handprint tech. Amazon initially added the technology in its Amazon Go stores and the now-shuttered Amazon Books retail locations. It then made its way to s",Hacker News,61019072,"Title: Amazon begins large-scale rollout of palm print-based payments; Content: Front page layout Site theme Sign up or login to join the discussions! 
 
    -   
 Amazon will expand its   palm print checkout system to dozens of Whole Foods locations, marking the most significant expansion of the technology that was introduced in 2020. Amazon One allows customers to speedily check out at retail locations using only their palm prints after storing a scan of their hand via an interface at Amazon's kiosks. The palm print data is encrypted and stored on Amazon's servers. And before you worry too much about COVID-19 transmission or future pandemics, Amazon One works when you hover your palm over the scanner—unlike some handprint tech. Amazon initially added the technology in its Amazon Go stores and the now-shuttered Amazon Books retail locations. It then made its way to s",186
pfdietz,32380471,87,1659910605,The Last Naval Battle of World War 2 (2018),https://www.navygeneralboard.com/the-last-naval-battle-of-world-war-2/,An appropriate representation of the requested resource could not be found on this server. This error was generated by Mod_Security.,Hacker News,58172648,Title: The Last Naval Battle of World War 2 (2018); Content: An appropriate representation of the requested resource could not be found on this server. This error was generated by Mod_Security.,39
mywacaday,32415065,5,1660150429,Nowhere on Earth where rainwater safe to drink – study,https://www.rte.ie/news/newslens/2022/0810/1314927-rainwater-study/,"Rainwater everywhere on the planet is unsafe to drink due to levels of toxic chemicals known as PFAS that exceed the latest guidelines, according to a new study by Stockholm University scientists. Commonly known as 'forever chemicals' because they disintegrate extremely slowly, PFAS (per- and polyfluoroalkyl substances) were initially found in packaging, shampoo or makeup but have spread to the entire environment, including water and air. ""There is nowhere on Earth where the rain would be safe to drink, according to the measurements that we have taken,"" Ian Cousins, a professor at the university and the lead author of the study published in Environmental Science and Technology, said. A compilation of the data since 2010 that his team studied showed that ""even in Antarctica or the Tibetan p",Hacker News,16424868,"Title: Nowhere on Earth where rainwater safe to drink – study; Content: Rainwater everywhere on the planet is unsafe to drink due to levels of toxic chemicals known as PFAS that exceed the latest guidelines, according to a new study by Stockholm University scientists. Commonly known as 'forever chemicals' because they disintegrate extremely slowly, PFAS (per- and polyfluoroalkyl substances) were initially found in packaging, shampoo or makeup but have spread to the entire environment, including water and air. ""There is nowhere on Earth where the rain would be safe to drink, according to the measurements that we have taken,"" Ian Cousins, a professor at the university and the lead author of the study published in Environmental Science and Technology, said. A compilation of the data since 2010 that his team studied showed that ""even in Antarctica or the Tibetan p",173
rguiscard,32407588,16,1660102153,"World is losing ‘magical’ tradition of human-animal mutualism, study warns",https://news.mongabay.com/2022/06/world-is-losing-magical-tradition-of-human-animal-mutualism-study-warns/,,Hacker News,14697987,"Title: World is losing ‘magical’ tradition of human-animal mutualism, study warns; Content: ",25
nabla9,32378744,25,1659898322,The Singular Value Decomposition,https://peterbloem.nl/blog/pca-4,"In the previous parts of this series, we learned that principal components are  vectors. Specifically, they are the eigenvectors of the covariance matrix $\bc{\S}$ of our data $\X$. In this part, we’ll develop a slightly different perspective: that the principal components are  . Not of the covariance matrix $\bc{\S}$, but of the data matrix $\X$ itself. Singular vectors, which we will define below, are closely related to eigenvectors, but unlike eigenvectors they are defined for all matrices, even non-square ones. The two perspectives are complementary: they are simply different ways of looking at the same thing. The benefit we get from the singular vectors is that we can develop the   (SVD). The SVD is firstly, the most popular and robust way of computing a principal component analysis. ",Hacker News,74125870,"Title: The Singular Value Decomposition; Content: In the previous parts of this series, we learned that principal components are  vectors. Specifically, they are the eigenvectors of the covariance matrix $\bc{\S}$ of our data $\X$. In this part, we’ll develop a slightly different perspective: that the principal components are  . Not of the covariance matrix $\bc{\S}$, but of the data matrix $\X$ itself. Singular vectors, which we will define below, are closely related to eigenvectors, but unlike eigenvectors they are defined for all matrices, even non-square ones. The two perspectives are complementary: they are simply different ways of looking at the same thing. The benefit we get from the singular vectors is that we can develop the   (SVD). The SVD is firstly, the most popular and robust way of computing a principal component analysis. ",196
triska,32376984,88,1659884370,Trealla Prolog embedded in Go using WASM,https://github.com/guregu/trealla-go,"
        Trealla Prolog embedded in Go using WASM
       
        Use Git or checkout with SVN using the web URL.
     
      Work fast with our official CLI.
       .
     
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   Your codespace will open once ready. There was a problem preparing your codespace, please try again. Prolog interface for Go using   and  .
It's pretty fast. Not as fast as native Trealla, but pretty dang fast (2-5x slower than native). : alpha  This library uses WebAssembly to run Trealla, executing Prolog queries in an isolated environment. MIT. See ATTRIBUTION as well. 
      Trealla Prolog embedded in Go using WASM
    ",Hacker News,28659871,"Title: Trealla Prolog embedded in Go using WASM; Content: 
        Trealla Prolog embedded in Go using WASM
       
        Use Git or checkout with SVN using the web URL.
     
      Work fast with our official CLI.
       .
     
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   
    If nothing happens,   and try again.
   Your codespace will open once ready. There was a problem preparing your codespace, please try again. Prolog interface for Go using   and  .
It's pretty fast. Not as fast as native Trealla, but pretty dang fast (2-5x slower than native). : alpha  This library uses WebAssembly to run Trealla, executing Prolog queries in an isolated environment. MIT. See ATTRIBUTION as well. 
      Trealla Prolog embedded in Go using WASM
    ",262
Vaslo,32386778,159,1659972938,Amazon’s Roomba deal is about mapping your home,https://www.bloomberg.com/news/articles/2022-08-05/amazon-s-irobot-deal-is-about-roomba-s-data-collection,"To continue, please click the box below to let us know you're not a robot. Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading. For more information you can review our   and  . For inquiries related to this message please   and provide the reference ID below.",Hacker News,8886099,"Title: Amazon’s Roomba deal is about mapping your home; Content: To continue, please click the box below to let us know you're not a robot. Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading. For more information you can review our   and  . For inquiries related to this message please   and provide the reference ID below.",83
barathr,32399347,19,1660059122,Show HN: PGPP (Pretty Good Phone Privacy) – a new type of mobile privacy service,https://play.google.com/store/apps/details?id=com.invisv.pgpp&hl=en_US&gl=US,"Hi, we&#x27;re Barath and Paul. We co-founded INVISV to build Pretty Good Phone Privacy (PGPP) [<a href=""https:&#x2F;&#x2F;invisv.com&#x2F;pgpp"" rel=""nofollow"">https:&#x2F;&#x2F;invisv.com&#x2F;pgpp</a>], an app and service that provides mobile identifier privacy (IMSI) and Internet privacy (IP) so that neither we nor other providers learn your network identity. We&#x27;ve been thinking about how phones are tracking devices in disguise (at a few layers) and what we can do about it. But the problem is that mobile networks are hard to change, and existing companies are reluctant to change things.<p>A couple years ago we had the idea that we could decouple your identity from your SIM (IMSI), so the mobile operator wouldn&#x27;t know who you are but still provides you service. We did research, figured it out, and published it last year at Usenix Security. Then we took it to every mobile operator we could to see if they&#x27;d do it, but mostly got shrugs, confusion, or hostility. (We still hold out hope they&#x27;ll change their minds.) So we decided we had to build and deploy it ourselves. And the mobile network is just the first part -- we also provide decoupled IP privacy (Relay) in PGPP via a partnership with Fastly, for when you&#x27;re on WiFi or mobile data.<p>The implementation is simple: for mobile privacy we decouple authentication from connectivity. Those are conflated today. We provide service using eSIMs (so you need an eSIM capable Android for this part). So we don&#x27;t learn which eSIM your phone gets each time (your IMSI now changes periodically), we authenticate you with a cryptographic protocol (Chaum&#x27;s blind signatures) that proves you should get a new eSIM but doesn&#x27;t reveal your identity. Then you get mobile data service. This isn&#x27;t something that exists today, despite the tracking&#x2F;data collection that&#x27;s happened both by third parties (SDRs &#x2F; IMSI catchers) and operators themselves. It&#x27;s like MAC randomization for mobile networks.<p>We figured users would like better IP privacy too, so we used IETF MASQUE and collaborated with Fastly to provide relay service in PGPP as well. Relay service works on almost any Android device. This uses TLS to tunnel your traffic (which itself will usually be TLS encrypted, for almost all Web traffic today) through two hops and then to the rest of the Internet. The first hop is us -- we hide your IP but learn nothing of your traffic or where it&#x27;s headed. The second hop is Fastly, who then connects you to the IP of the server you&#x27;re trying to reach, but all they see is an INVISV IP trying to connect to some other IP. The site you&#x27;re connecting to terminates your TLS stream but just sees it coming from Fastly.<p>This is a beta and there are several things that aren&#x27;t ideal. We don&#x27;t have free plans because providing actual connectivity is pretty expensive. We know that data-only mobile service isn&#x27;t for everyone (that&#x27;s what our mobile plans provide -- no phone number). So we offer Relay service on its own for folks who want that. We also know eSIMs are not ideal either, so we&#x27;d like to generalize that down the road.<p>We&#x27;re focused on privacy, not just on mobile, and we&#x27;d love your feedback on the service and ideas about this and where to go next.<p>Thanks!<p>Barath and Paul",Hacker News,25561788,"Title: Show HN: PGPP (Pretty Good Phone Privacy) – a new type of mobile privacy service; Content: Hi, we&#x27;re Barath and Paul. We co-founded INVISV to build Pretty Good Phone Privacy (PGPP) [<a href=""https:&#x2F;&#x2F;invisv.com&#x2F;pgpp"" rel=""nofollow"">https:&#x2F;&#x2F;invisv.com&#x2F;pgpp</a>], an app and service that provides mobile identifier privacy (IMSI) and Internet privacy (IP) so that neither we nor other providers learn your network identity. We&#x27;ve been thinking about how phones are tracking devices in disguise (at a few layers) and what we can do about it. But the problem is that mobile networks are hard to change, and existing companies are reluctant to change things.<p>A couple years ago we had the idea that we could decouple your identity from your SIM (IMSI), so the mobile operator wouldn&#x27;t know who you are but still provides you service. We did research, figured it out, and published it last year at Usenix Security. Then we took it to every mobile operator we could to see if they&#x27;d do it, but mostly got shrugs, confusion, or hostility. (We still hold out hope they&#x27;ll change their minds.) So we decided we had to build and deploy it ourselves. And the mobile network is just the first part -- we also provide decoupled IP privacy (Relay) in PGPP via a partnership with Fastly, for when you&#x27;re on WiFi or mobile data.<p>The implementation is simple: for mobile privacy we decouple authentication from connectivity. Those are conflated today. We provide service using eSIMs (so you need an eSIM capable Android for this part). So we don&#x27;t learn which eSIM your phone gets each time (your IMSI now changes periodically), we authenticate you with a cryptographic protocol (Chaum&#x27;s blind signatures) that proves you should get a new eSIM but doesn&#x27;t reveal your identity. Then you get mobile data service. This isn&#x27;t something that exists today, despite the tracking&#x2F;data collection that&#x27;s happened both by third parties (SDRs &#x2F; IMSI catchers) and operators themselves. It&#x27;s like MAC randomization for mobile networks.<p>We figured users would like better IP privacy too, so we used IETF MASQUE and collaborated with Fastly to provide relay service in PGPP as well. Relay service works on almost any Android device. This uses TLS to tunnel your traffic (which itself will usually be TLS encrypted, for almost all Web traffic today) through two hops and then to the rest of the Internet. The first hop is us -- we hide your IP but learn nothing of your traffic or where it&#x27;s headed. The second hop is Fastly, who then connects you to the IP of the server you&#x27;re trying to reach, but all they see is an INVISV IP trying to connect to some other IP. The site you&#x27;re connecting to terminates your TLS stream but just sees it coming from Fastly.<p>This is a beta and there are several things that aren&#x27;t ideal. We don&#x27;t have free plans because providing actual connectivity is pretty expensive. We know that data-only mobile service isn&#x27;t for everyone (that&#x27;s what our mobile plans provide -- no phone number). So we offer Relay service on its own for folks who want that. We also know eSIMs are not ideal either, so we&#x27;d like to generalize that down the road.<p>We&#x27;re focused on privacy, not just on mobile, and we&#x27;d love your feedback on the service and ideas about this and where to go next.<p>Thanks!<p>Barath and Paul",921
mikece,32417696,4,1660162107,Facebook's Message Encryption Was Built to Fail,https://www.wired.com/story/facebook-message-encryption-abortion/,"To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  .  chilling. Police raiding a home, a teenager and her mother arrested, fetal remains exhumed from a rural burial plot. When police dragged off a 17-year-old Nebraska girl and charged her and her mother with self-administering a miscarriage, they were   they could only access through the incompetence and cooperation of Meta. The intimate conversation between a mother and daughter in the days surrounding an alleged abortion was just one of the millions logged by Facebook every day, but for this family it will be devastating. After police obtained a warrant for the girl’s Facebook data, they used ",Hacker News,47290178,"Title: Facebook's Message Encryption Was Built to Fail; Content: To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  . To revist this article, visit My Profile, then  .  chilling. Police raiding a home, a teenager and her mother arrested, fetal remains exhumed from a rural burial plot. When police dragged off a 17-year-old Nebraska girl and charged her and her mother with self-administering a miscarriage, they were   they could only access through the incompetence and cooperation of Meta. The intimate conversation between a mother and daughter in the days surrounding an alleged abortion was just one of the millions logged by Facebook every day, but for this family it will be devastating. After police obtained a warrant for the girl’s Facebook data, they used ",188
falafelite,32384769,140,1659962691,Ask HN: Have you ever inherited a code base you thought was well done?,,"I see and hear a lot of complaints around inheriting code bases that are less than stellar. If anyone has, I&#x27;d love to hear about cases where you inherited a &quot;good&quot; code base, whatever that may mean: awesome test coverage, good documentation, solid organization, consistent styling&#x2F;formatting, abundant best practices, whatever!",Hacker News,16133754,"Title: Ask HN: Have you ever inherited a code base you thought was well done?; Content: I see and hear a lot of complaints around inheriting code bases that are less than stellar. If anyone has, I&#x27;d love to hear about cases where you inherited a &quot;good&quot; code base, whatever that may mean: awesome test coverage, good documentation, solid organization, consistent styling&#x2F;formatting, abundant best practices, whatever!",105
sylens,32401228,29,1660067171,Why macOS Ventura Share menu is bad,https://lapcatsoftware.com/articles/VenturaShare.html,"The new macOS Ventura System Settings app has been widely criticized. I've personally written     criticizing it. The new macOS Ventura Share menu, on the other hand, hasn't yet received much discussion or criticism. This is due partly to System Settings taking a lot of the rhetorical focus — it's so blatantly bad! — and partly to the Share menu's relative obscurity in the system. I feel that the time is overdue for us to look critically at the Ventura Share menu, because some of the design changes to the Share menu are as misguided and bad as those to System Settings. Here's the Share menu on macOS Monterey in Safari when I open the contextual menu on the   link at the top of the   front page. (You can see ""Sup"" at the upper left corner of the contextual menu, where I command-clicked.) An",Hacker News,10912258,"Title: Why macOS Ventura Share menu is bad; Content: The new macOS Ventura System Settings app has been widely criticized. I've personally written     criticizing it. The new macOS Ventura Share menu, on the other hand, hasn't yet received much discussion or criticism. This is due partly to System Settings taking a lot of the rhetorical focus — it's so blatantly bad! — and partly to the Share menu's relative obscurity in the system. I feel that the time is overdue for us to look critically at the Ventura Share menu, because some of the design changes to the Share menu are as misguided and bad as those to System Settings. Here's the Share menu on macOS Monterey in Safari when I open the contextual menu on the   link at the top of the   front page. (You can see ""Sup"" at the upper left corner of the contextual menu, where I command-clicked.) An",187
mw888,32397806,15,1660052798,Ask HN: Do you worry about CPU backdoors like IME?,,"On the surface these seem like a egregious affront on personal computing freedom and privacy, yet I rarely hear the topic brought up when the subject is being discussed. Perhaps the most damning claim to them is are government agencies’ ability to purchase CPUs with the ‘feature’ turned off.<p>What are the implications of such hardware on user security?  Is the threat real, overblown, or relatively unexplored?",Hacker News,26232389,"Title: Ask HN: Do you worry about CPU backdoors like IME?; Content: On the surface these seem like a egregious affront on personal computing freedom and privacy, yet I rarely hear the topic brought up when the subject is being discussed. Perhaps the most damning claim to them is are government agencies’ ability to purchase CPUs with the ‘feature’ turned off.<p>What are the implications of such hardware on user security?  Is the threat real, overblown, or relatively unexplored?",106
uptown,32411428,13,1660137557,New Google site begs Apple for mercy in messaging war,https://arstechnica.com/gadgets/2022/08/new-google-site-begs-apple-for-mercy-in-messaging-war/,"Front page layout Site theme Sign up or login to join the discussions! 
 
    -   
 Google has been unable to field a stable, competitive messaging platform for years and has thoroughly lost the messaging war to products with a long-term strategy. At least some divisions inside the company are waking up to how damaging this is to Google as a company, and now Google's latest strategy is to... beg its competition for mercy? Google—which has launched 13 different messaging apps since iMessage launched in 2011—now says, ""It's time for Apple to fix texting."" Google launched a new website called "" ""—a public pressure campaign with a call to ""tweet at @Apple to #GetTheMessage and fix texting."" Google hopes public pressure will get Apple to adopt RCS, a minor upgrade to the SMS standard that Apple",Hacker News,61594365,"Title: New Google site begs Apple for mercy in messaging war; Content: Front page layout Site theme Sign up or login to join the discussions! 
 
    -   
 Google has been unable to field a stable, competitive messaging platform for years and has thoroughly lost the messaging war to products with a long-term strategy. At least some divisions inside the company are waking up to how damaging this is to Google as a company, and now Google's latest strategy is to... beg its competition for mercy? Google—which has launched 13 different messaging apps since iMessage launched in 2011—now says, ""It's time for Apple to fix texting."" Google launched a new website called "" ""—a public pressure campaign with a call to ""tweet at @Apple to #GetTheMessage and fix texting."" Google hopes public pressure will get Apple to adopt RCS, a minor upgrade to the SMS standard that Apple",191
lawgimenez,32392793,136,1660005050,"Software Architecture Is Overrated, Clear and Simple Design Is Underrated (2019)",https://blog.pragmaticengineer.com/software-architecture-is-overrated/,"I had my fair share in designing and building large systems. I've taken part in rewriting Uber's  , designing and shipping Skype on Xbox One and open-sourcing  , Uber's mobile architecture framework. All of these systems had thorough designs, going through multiple iterations and had lots of whiteboarding and discussion. The designs then boiled down to a design document that was circulated for more feedback before we started building. All of these systems were large at scale: hundreds of developers build them - or on top of them - and they power systems used by millions of people per day. They were also not just greenfield projects. The payments system rewrite had to replace two, existing payments systems, used by tens of systems and dozens of teams, all without having any business impact.",Hacker News,95588404,"Title: Software Architecture Is Overrated, Clear and Simple Design Is Underrated (2019); Content: I had my fair share in designing and building large systems. I've taken part in rewriting Uber's  , designing and shipping Skype on Xbox One and open-sourcing  , Uber's mobile architecture framework. All of these systems had thorough designs, going through multiple iterations and had lots of whiteboarding and discussion. The designs then boiled down to a design document that was circulated for more feedback before we started building. All of these systems were large at scale: hundreds of developers build them - or on top of them - and they power systems used by millions of people per day. They were also not just greenfield projects. The payments system rewrite had to replace two, existing payments systems, used by tens of systems and dozens of teams, all without having any business impact.",175
raybb,32417431,5,1660160790,The fall (and rise?) of unions in the US,https://www.youtube.com/watch?v=KtxITylE73U,,Hacker News,64614879,Title: The fall (and rise?) of unions in the US; Content: ,17
abrax3141,32378999,11,1659899897,Artificial Intelligence and Machine Learning in Software as a Medical Device,https://www.fda.gov/medical-devices/software-medical-device-samd/artificial-intelligence-and-machine-learning-software-medical-device,"Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site.  The   ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted securely.   The U.S. Food and Drug Administration (FDA) issued the “Artificial Intelligence/Machine Learning (AI/ML)-Based Software as a Medical Device (SaMD) Action Plan” from the Center for Devices and Radiological Health’s Digital Health Center of Excellence. The Action Plan is a direct response to stakeholder feedback to the April 2019 discussion paper, “Proposed Regulatory Framework for Modifications to Artificial Intelligence/Machine Learning-Based Software as a Medical Device” and outlines five actions the FDA intends ",Hacker News,99513126,"Title: Artificial Intelligence and Machine Learning in Software as a Medical Device; Content: Federal government websites often end in .gov or .mil. Before sharing sensitive information, make sure you're on a federal government site.  The   ensures that you are connecting to the official website and that any information you provide is encrypted and transmitted securely.   The U.S. Food and Drug Administration (FDA) issued the “Artificial Intelligence/Machine Learning (AI/ML)-Based Software as a Medical Device (SaMD) Action Plan” from the Center for Devices and Radiological Health’s Digital Health Center of Excellence. The Action Plan is a direct response to stakeholder feedback to the April 2019 discussion paper, “Proposed Regulatory Framework for Modifications to Artificial Intelligence/Machine Learning-Based Software as a Medical Device” and outlines five actions the FDA intends ",179
belltaco,32417286,5,1660159987,FSD was never engaged during Tesla self-driving crash test by smear campaign,https://electrek.co/2022/08/10/tesla-self-driving-smear-campaign-releases-test-fails-fsd-never-engaged/,"Yesterday 
 
 
							- Aug. 10th 2022 8:56 am PT
								 
 
 A Tesla Full Self-Driving smear campaign started by a California billionaire running for Senate has a new attack ad based on a FSD Beta “test,” where they failed to realize they never engaged FSD Beta during the test. 
 Earlier this year, we reported on Dan O’Dowd, a self-described billionaire and founder of Green Hills Software, a privately owned company that makes operating systems and programming tools. O’Dowd had launched a Senate campaign in his home state of California, but the tech executive made it quite clear that he is making it a single-issue campaign, and that issue is Tesla’s Full Self-Driving program. Under the protection of political ads, he   with the goal of having it banned from public roads in the US. Yesterd",Hacker News,4742369,"Title: FSD was never engaged during Tesla self-driving crash test by smear campaign; Content: Yesterday 
 
 
							- Aug. 10th 2022 8:56 am PT
								 
 
 A Tesla Full Self-Driving smear campaign started by a California billionaire running for Senate has a new attack ad based on a FSD Beta “test,” where they failed to realize they never engaged FSD Beta during the test. 
 Earlier this year, we reported on Dan O’Dowd, a self-described billionaire and founder of Green Hills Software, a privately owned company that makes operating systems and programming tools. O’Dowd had launched a Senate campaign in his home state of California, but the tech executive made it quite clear that he is making it a single-issue campaign, and that issue is Tesla’s Full Self-Driving program. Under the protection of political ads, he   with the goal of having it banned from public roads in the US. Yesterd",231
thomassmith65,32411020,6,1660135736,Drinking Bird,https://en.wikipedia.org/wiki/Drinking_bird,", also known as  ,  ,  and “   ” are     that mimic the motions of a bird drinking from a water source. They are sometimes incorrectly considered examples of a   device. 
 A drinking bird consists of two glass bulbs joined by a glass tube (the bird's neck). The tube extends nearly all the way into the bottom bulb, and attaches to the top bulb but does not extend into it.
 The space inside the bird contains a fluid, usually colored to make the liquid more visible. The dye might fade when exposed to light, with the rate depending on the dye/color. 
The fluid is typically   (DCM), also known as methylene chloride. 
Earlier versions contained  . 
Miles V. Sullivan's 1945 patent suggested  ,  ,  , or  . 
 Air is removed from the apparatus during manufacture, so the space inside the body is fill",Hacker News,80157119,"Title: Drinking Bird; Content: , also known as  ,  ,  and “   ” are     that mimic the motions of a bird drinking from a water source. They are sometimes incorrectly considered examples of a   device. 
 A drinking bird consists of two glass bulbs joined by a glass tube (the bird's neck). The tube extends nearly all the way into the bottom bulb, and attaches to the top bulb but does not extend into it.
 The space inside the bird contains a fluid, usually colored to make the liquid more visible. The dye might fade when exposed to light, with the rate depending on the dye/color. 
The fluid is typically   (DCM), also known as methylene chloride. 
Earlier versions contained  . 
Miles V. Sullivan's 1945 patent suggested  ,  ,  , or  . 
 Air is removed from the apparatus during manufacture, so the space inside the body is fill",202
indus,32399064,19,1660057768,India's rocket fails to put satellites in right orbit in debut launch,https://www.space.com/india-sslv-rocket-first-launch,"Space is supported by its audience. When you purchase through links on our site, we may earn an affiliate commission.  . 
By
 
published  
 India's new Small Satellite Launch Vehicle deployed its two payload in the wrong orbit. They are ""no longer usable."" India's new rocket launched for the first time on Saturday night (Aug. 6) but failed to deliver its satellite payloads into their intended orbit due to a sensor issue. The 112-foot-tall (34 meters) Small Satellite Launch Vehicle (SSLV) lifted off from Satish Dhawan Space Centre on India's southeastern coast on Saturday at 11:48 p.m. EDT (0348 GMT and 9:18 a.m. India Standard Time on Sunday, Aug. 7) with two   onboard. The rocket's three solid-fueled stages performed well, but its fourth and final stage, a liquid-fueled ""velocity trimming",Hacker News,45484580,"Title: India's rocket fails to put satellites in right orbit in debut launch; Content: Space is supported by its audience. When you purchase through links on our site, we may earn an affiliate commission.  . 
By
 
published  
 India's new Small Satellite Launch Vehicle deployed its two payload in the wrong orbit. They are ""no longer usable."" India's new rocket launched for the first time on Saturday night (Aug. 6) but failed to deliver its satellite payloads into their intended orbit due to a sensor issue. The 112-foot-tall (34 meters) Small Satellite Launch Vehicle (SSLV) lifted off from Satish Dhawan Space Centre on India's southeastern coast on Saturday at 11:48 p.m. EDT (0348 GMT and 9:18 a.m. India Standard Time on Sunday, Aug. 7) with two   onboard. The rocket's three solid-fueled stages performed well, but its fourth and final stage, a liquid-fueled ""velocity trimming",211
raunometsa,32376672,148,1659881981,Micro-SaaS Alternatives to BigTech/VC,https://microfounder.com/alternatives,"Hi HN<p>I started this crowdsourced list to find small internet products made by solo developers (or tiny teams) that can be used as alternatives to BigTech&#x2F;VC-funded startups.<p>E.g. you can use Tally (by two devs, $14K MRR) instead of Typeform ($190M funding, 600+ employees)<p>or Plausible (by two devs, $83K MRR) instead of Google Analytics.<p>I added a link to a form where you can send me suggestions to alternatives, happy to add to the site!<p>Thanks,
Rauno",Hacker News,15307242,"Title: Micro-SaaS Alternatives to BigTech/VC; Content: Hi HN<p>I started this crowdsourced list to find small internet products made by solo developers (or tiny teams) that can be used as alternatives to BigTech&#x2F;VC-funded startups.<p>E.g. you can use Tally (by two devs, $14K MRR) instead of Typeform ($190M funding, 600+ employees)<p>or Plausible (by two devs, $83K MRR) instead of Google Analytics.<p>I added a link to a form where you can send me suggestions to alternatives, happy to add to the site!<p>Thanks,
Rauno",154
ripvanwinkle,32374345,106,1659853538,A Soviet test pilot ejected two seconds before the crash of his MiG-29 (2019),https://theaviationgeekclub.com/that-time-a-soviet-test-pilot-ejected-two-seconds-before-the-crash-of-his-mig-29/,"Taken on Jun. 8, 1989 the famous video in this post features MiG-29 ‘303 Blue’ (c/n 2960516767, f/n 3303) belonging to the Mikoyan OKB and flown by test pilot Anatoliy N. Kvochur   while performing a demo flight at 38th  . As explained by Yefim Gordon and Dmitriy Komissarov in their book  , during a high-alpha/low-speed pass at 160 m (525 ft) concluding the Fulcrum-A’s aerobatics display a sheet of flame belched from the starboard engine nozzle as the engine surged. Kvochur  immediately selected   for the good engine, but at only 180 km/h (111 mph) he had insufficient rudder and aileron authority to counter the thrust asymmetry and the result was inevitably an irrecoverable departure.  The engine failed at 13 hrs 44 min 57 sec
local time; the stricken fighter immediately yawed and rolled t",Hacker News,4888565,"Title: A Soviet test pilot ejected two seconds before the crash of his MiG-29 (2019); Content: Taken on Jun. 8, 1989 the famous video in this post features MiG-29 ‘303 Blue’ (c/n 2960516767, f/n 3303) belonging to the Mikoyan OKB and flown by test pilot Anatoliy N. Kvochur   while performing a demo flight at 38th  . As explained by Yefim Gordon and Dmitriy Komissarov in their book  , during a high-alpha/low-speed pass at 160 m (525 ft) concluding the Fulcrum-A’s aerobatics display a sheet of flame belched from the starboard engine nozzle as the engine surged. Kvochur  immediately selected   for the good engine, but at only 180 km/h (111 mph) he had insufficient rudder and aileron authority to counter the thrust asymmetry and the result was inevitably an irrecoverable departure.  The engine failed at 13 hrs 44 min 57 sec
local time; the stricken fighter immediately yawed and rolled t",241
